text,label
trust me u fine fr rn...,Predatory
ggs that was fun smh rn,Not Predatory
we shud link irl lmao highk,Predatory
nah i muted u lol lmao rn!,Not Predatory
keep this btwn us lol rn!,Predatory
yo lets meet after lol tho??,Predatory
add me private ong tbh??,Predatory
bruh u funny asf fr lowk...,Not Predatory
nobody else important lol asap...,Predatory
move this convo to dms 😭 tho??,Predatory
just us two 😂 highk??,Predatory
switch to insta 💀 highk??,Predatory
bruh u funny asf ong later...,Not Predatory
send it here only ong...,Predatory
send me dm rn 💀 lowk??,Predatory
bruh u always late lmao ngl?,Not Predatory
anyone tryna play ong idc!!,Not Predatory
u see that update lmao idc??,Not Predatory
dont tell ur friends 😂 lowk!!,Predatory
send me a pic rq 💀 asap!,Predatory
act normal in chat ong later?,Predatory
send it here only 😭 rn!!,Predatory
stay quiet abt this fr tho??,Predatory
nah i gotta dip 😂 highk!,Not Predatory
yo this lobby mid 😂??,Not Predatory
u on rn fr tbh...,Not Predatory
who hosting rn lmao later??,Not Predatory
don’t say nun 😭 lowk!!,Predatory
come thru tmrw lmao lowk??,Predatory
lol that meme killed me lol later?,Not Predatory
this team stacked 😭 later,Not Predatory
yo hop on vc ngl!,Not Predatory
yo check discord 😭 later!,Not Predatory
who hosting rn ong later!,Not Predatory
add me private bro tho??,Predatory
nah i gotta dip bro ngl??,Not Predatory
yo check discord lol tho,Not Predatory
hide this convo fr tho?,Predatory
bruh u selling idc?,Not Predatory
trust me u fine ong?,Predatory
nobody else gotta see bro tho?,Predatory
nah i cant today lowk!,Not Predatory
shh its secret bro,Predatory
promise i won’t tell 💀??,Predatory
yo lets meet after lol idc,Predatory
yo gimme ur snap lol idc...,Predatory
don’t tell no1 😂 highk!!,Predatory
anyone got hw done 💀 highk?,Not Predatory
that skin clean af bro idc,Not Predatory
i won’t snitch dw 😭 lowk!!,Predatory
lol that meme killed me ong ngl?,Not Predatory
yo check discord lmao rn?,Not Predatory
slide me ur addy lol later??,Predatory
anyone got hw done lol later...,Not Predatory
yo queue up 😂 later??,Not Predatory
yo check discord ong asap!!,Not Predatory
fr that update trash 😭 highk??,Not Predatory
this wifi trash lol asap!,Not Predatory
no1 gotta kno fr fr lowk,Predatory
switch to insta smh tbh...,Predatory
nah i cant today bro later!,Not Predatory
bruh u always late rn?,Not Predatory
yo invite me 💀 asap??,Not Predatory
nobody gotta kno ong ngl?,Predatory
anyone tryna play rn...,Not Predatory
send me dm rn 💀,Predatory
promise i won’t tell fr idc...,Predatory
yo invite me lol tho??,Not Predatory
this just btwn u n me bro rn...,Predatory
bruh stop camping lol lowk??,Not Predatory
this wifi trash lol idc,Not Predatory
yo invite me highk?,Not Predatory
yo send link ong tho!,Not Predatory
ggs that was fun lol tho,Not Predatory
nah i gotta dip lowk?,Not Predatory
come thru tmrw 😂 rn??,Predatory
fr that update trash lol asap!!,Not Predatory
lowk that was fire bro highk?,Not Predatory
dont type it here fr tho,Predatory
yo hop on vc lol ngl...,Not Predatory
add me private 😂 later,Predatory
bruh u always late lol...,Not Predatory
yo gimme ur snap lol lowk!,Predatory
this chat dead lowk lmao later...,Not Predatory
ggs that was fun lmao asap...,Not Predatory
yo queue up 💀!,Not Predatory
send me a pic rq lmao highk??,Predatory
we shud link irl lol tbh??,Predatory
just us two fr idc?,Predatory
nobody gotta kno 😭?,Predatory
anyone tryna play ong ngl,Not Predatory
who online rn fr tho!,Not Predatory
u on rn 😂,Not Predatory
yo check discord lmao asap...,Not Predatory
nah i gotta dip smh tbh?,Not Predatory
i won’t snitch dw 😂 asap!,Predatory
yo this lobby mid smh highk!,Not Predatory
keep this btwn us 😭 tho...,Predatory
we gotta keep quiet fr ngl...,Predatory
nobody else important 😭 highk!!,Predatory
u on rn ong highk??,Not Predatory
send me a pic rq lol later!,Predatory
yo queue up smh ngl!!,Not Predatory
parents wont find out idc...,Predatory
bruh u funny asf 😭 tbh??,Not Predatory
u on rn lmao,Not Predatory
u see that update smh later?,Not Predatory
im down for comp 💀??,Not Predatory
lowk that was fire ong tbh!,Not Predatory
this just btwn u n me ong...,Predatory
keep this btwn us fr asap?,Predatory
lowk that was fire ong idc!,Not Predatory
just us two 😭 later!,Predatory
yo lets squad ong tho,Not Predatory
send me dm rn bro tbh!,Predatory
add me private ong ngl!!,Predatory
nah i’m off rn lmao rn??,Not Predatory
this team stacked fr ngl...,Not Predatory
nah i gotta dip 💀??,Not Predatory
don’t tell no1 lmao highk,Predatory
nah i lagged lmao idc?,Not Predatory
dont share this smh??,Predatory
add me private 💀 idc...,Predatory
fr that update trash lol tbh,Not Predatory
dont ask why lol,Predatory
stop acting scared 💀 tbh...,Predatory
ggs that was fun lol later!,Not Predatory
anyone got code lmao rn?,Not Predatory
delete these msgs after lmao highk?,Predatory
u on rn lmao highk!,Not Predatory
delete these msgs after 😭 highk...,Predatory
u see that update smh tho!!,Not Predatory
come thru tmrw 😭,Predatory
yo this lobby mid ong rn?,Not Predatory
trust me u fine 💀 lowk?,Predatory
send it here only lol asap?,Predatory
anyone tryna play 💀 ngl?,Not Predatory
we gotta keep quiet bro tho,Predatory
promise i won’t tell 😂 tho!,Predatory
shh its secret lol highk...,Predatory
lowk that was fire 💀 idc??,Not Predatory
lowk that was fire ong?,Not Predatory
nah im broke rn fr tbh!,Not Predatory
shh its secret rn,Predatory
keep this btwn us 💀 idc...,Predatory
nobody gotta kno lmao??,Predatory
no1 gotta kno fr rn?,Predatory
no1 gotta kno fr smh asap...,Predatory
delete logs later ong rn...,Predatory
this just btwn u n me asap,Predatory
nah i cant today tho...,Not Predatory
yo send link 😭 ngl??,Not Predatory
bruh u selling!!,Not Predatory
lowk that was fire lmao ngl!,Not Predatory
don’t say nun bro highk!,Predatory
dont type it here smh rn,Predatory
stay quiet abt this bro ngl?,Predatory
lowk that was fire lol asap!!,Not Predatory
fr that update trash smh ngl!,Not Predatory
trust me it’s safe ong!!,Predatory
anyone got hw done smh rn...,Not Predatory
that skin clean af ong lowk!,Not Predatory
no1 gotta kno fr tbh...,Predatory
i won’t snitch dw asap!!,Predatory
hide this convo 😂 ngl??,Predatory
yo drop ur ign smh tho?,Not Predatory
yo send link 💀 rn!,Not Predatory
parents wont find out 😂 ngl,Predatory
yo this lobby mid fr asap!,Not Predatory
nobody else important bro ngl??,Predatory
u on rn ong ngl?,Not Predatory
lowk that was fire tho?,Not Predatory
yo queue up bro highk?,Not Predatory
im down for comp lmao asap!,Not Predatory
stop acting scared 😂 ngl??,Predatory
yo lets squad lol ngl!,Not Predatory
hide this convo bro tbh...,Predatory
yo check discord bro ngl!,Not Predatory
anyone tryna play lol rn...,Not Predatory
shh its secret lmao ngl!!,Predatory
who online rn 😭 tbh??,Not Predatory
this lobby sweaty af 😂 later??,Not Predatory
yo invite me fr rn...,Not Predatory
shh its secret lmao tbh!,Predatory
dont type it here 😭 tbh?,Predatory
lol that meme killed me 😭 later?,Not Predatory
don’t tell no1 smh lowk!!,Predatory
yo hop on vc 😂 rn,Not Predatory
yo lets squad 😂...,Not Predatory
nah im broke rn fr tbh?,Not Predatory
keep this btwn us fr tbh,Predatory
nah im broke rn highk??,Not Predatory
move this convo to dms lmao highk!,Predatory
yo lets squad 💀 rn...,Not Predatory
this wifi trash 💀?,Not Predatory
hide this convo fr later?,Predatory
nobody else gotta see 😂 asap...,Predatory
this just btwn u n me fr tbh!,Predatory
lmfao u trash 😭 rn!,Not Predatory
yo hop on vc 😂 tbh?,Not Predatory
anyone tryna play lmao asap!,Not Predatory
nah game bugged 😂!!,Not Predatory
slide me ur addy fr highk?,Predatory
yo hop on vc 😂 ngl?,Not Predatory
don’t tell no1 lol asap...,Predatory
nobody gotta kno lol lowk,Predatory
nobody else important 😂 tbh??,Predatory
lmfao u trash bro rn...,Not Predatory
its chill trust 😂 lowk,Predatory
nah i’m off rn rn,Not Predatory
don’t say nun fr,Predatory
who online rn 😭 tbh!,Not Predatory
ggs that was fun 😂...,Not Predatory
anyone tryna play ong idc!,Not Predatory
nah im broke rn lmao idc!!,Not Predatory
yo lets squad smh tho!!,Not Predatory
trust me u fine smh lowk!!,Predatory
nah i gotta dip 😂 idc,Not Predatory
no1 gotta kno fr bro tbh,Predatory
don’t say nun 😭 lowk!,Predatory
nah i’m off rn smh tho??,Not Predatory
nah im tired smh?,Not Predatory
yo drop ur ign smh highk!,Not Predatory
slide me ur addy fr!,Predatory
act normal in chat 😂,Predatory
shh its secret 💀 highk!,Predatory
add me private lol tbh...,Predatory
this wifi trash lmao ngl!,Not Predatory
nah game bugged 😭,Not Predatory
anyone got code smh rn...,Not Predatory
no1 gotta kno fr lmao tho?,Predatory
bruh u funny asf lmao later!,Not Predatory
nah i muted u lol ong...,Not Predatory
lmfao u trash lol highk...,Not Predatory
nah im broke rn lol asap?,Not Predatory
ill keep it secret lmao later,Predatory
switch to insta 😭 tho?,Predatory
this lobby sweaty af lmao idc!!,Not Predatory
nobody gotta kno later?,Predatory
ggs that was fun lol ngl...,Not Predatory
lol that meme killed me 💀...,Not Predatory
nah game bugged ong idc??,Not Predatory
this wifi trash 💀!,Not Predatory
anyone got hw done ong lowk?,Not Predatory
lol that meme killed me smh ngl?,Not Predatory
yo drop ur ign smh idc!,Not Predatory
add me private smh tbh?,Predatory
bruh u funny asf 😭 rn?,Not Predatory
dont share this 😂 lowk,Predatory
ill keep it secret lol highk??,Predatory
nah im tired ong asap?,Not Predatory
anyone got hw done lol ngl!,Not Predatory
parents wont find out asap?,Predatory
lol that meme killed me bro ngl!!,Not Predatory
act normal in chat ong highk,Predatory
dont tell ur friends 😂 highk?,Predatory
bruh u funny asf 😭 tho?,Not Predatory
yo queue up 😭 asap??,Not Predatory
lowk that was fire!,Not Predatory
don’t tell no1 fr asap!!,Predatory
ggs that was fun bro lowk,Not Predatory
nah i lagged ong tbh!,Not Predatory
dont share this lmao highk!!,Predatory
yo gimme ur snap 💀 ngl?,Predatory
send me dm rn 💀 lowk!,Predatory
i won’t snitch dw tho?,Predatory
yo check discord smh?,Not Predatory
come thru tmrw fr asap...,Predatory
nobody else gotta see ong tho,Predatory
lowk that was fire lmao,Not Predatory
promise i won’t tell lmao asap,Predatory
parents wont find out 😭 tbh!!,Predatory
fr that update trash smh tho!,Not Predatory
bruh u always late 😭 rn!!,Not Predatory
nah i cant today bro rn?,Not Predatory
ill keep it secret lol later??,Predatory
just us two 😂 highk?,Predatory
yo invite me ong lowk!!,Not Predatory
bruh u selling ong later??,Not Predatory
ur parents don’t gotta kno ong highk!!,Predatory
yo lets squad fr tho...,Not Predatory
shh its secret fr highk!!,Predatory
delete these msgs after lol later!!,Predatory
keep this btwn us 💀 tho!!,Predatory
dont ask why lol ngl!,Predatory
nah i cant today 😂 ngl...,Not Predatory
ur parents don’t gotta kno 😭 ngl!,Predatory
slide me ur addy fr rn?,Predatory
this just btwn u n me fr highk...,Predatory
stay quiet abt this bro idc...,Predatory
shh its secret 😂 highk?,Predatory
bruh u selling 😭 idc?,Not Predatory
bruh stop camping 💀 rn!!,Not Predatory
yo hop on vc ong idc!!,Not Predatory
who hosting rn 😭 ngl...,Not Predatory
ggs that was fun 😂 rn?,Not Predatory
trust me u fine lmao tho?,Predatory
i won’t snitch dw 😂 lowk,Predatory
send me a pic rq 😂 idc,Predatory
nobody else important 😭 rn?,Predatory
slide me ur addy 💀 lowk...,Predatory
hide this convo ong rn!,Predatory
no1 gotta kno fr lol rn...,Predatory
come thru tmrw fr later...,Predatory
yo lets squad bro asap??,Not Predatory
delete logs later ong highk,Predatory
lowk that was fire rn...,Not Predatory
we gotta keep quiet smh tho!,Predatory
send it here only bro asap!!,Predatory
nobody else gotta see bro tho??,Predatory
yo check discord 💀 lowk!,Not Predatory
that skin clean af ong ngl,Not Predatory
act normal in chat fr!!,Predatory
send me dm rn tho!!,Predatory
anyone tryna play fr later?,Not Predatory
dont type it here later??,Predatory
yo queue up smh ngl,Not Predatory
u see that update 😭 idc?,Not Predatory
yo lets squad ong lowk!,Not Predatory
delete these msgs after 😂 highk!!,Predatory
who online rn fr rn??,Not Predatory
send me dm rn 😭 asap,Predatory
yo check discord ong tbh...,Not Predatory
move this convo to dms ong tho...,Predatory
shh its secret ong highk,Predatory
dont tell ur friends lol asap!,Predatory
this chat dead lowk fr ngl?,Not Predatory
yo lets squad 😭 asap??,Not Predatory
lmfao u trash 😂 asap!!,Not Predatory
yo lets meet after 💀 tbh...,Predatory
nah im broke rn lol later??,Not Predatory
yo send link ong rn!!,Not Predatory
ill keep it secret 💀 asap,Predatory
no1 gotta kno fr lowk!,Predatory
yo hop on vc lol asap...,Not Predatory
this lobby sweaty af lol later!,Not Predatory
bruh u always late tbh?,Not Predatory
u see that update lmao rn...,Not Predatory
anyone got code fr idc!!,Not Predatory
trust me it’s safe ong lowk!,Predatory
come thru tmrw lmao tbh...,Predatory
nah i’m off rn lmao later!!,Not Predatory
hide this convo ong rn?,Predatory
nah i cant today ong??,Not Predatory
u see that update lowk!,Not Predatory
lowk that was fire ong tbh,Not Predatory
switch to insta ong later?,Predatory
don’t say nun smh tbh?,Predatory
send me a pic rq 😂!,Predatory
that skin clean af smh lowk...,Not Predatory
this just btwn u n me highk...,Predatory
im down for comp 😂 tho,Not Predatory
nobody else important 😂 ngl?,Predatory
move this convo to dms 😭 idc??,Predatory
yo lets meet after fr tbh,Predatory
im down for comp fr rn...,Not Predatory
send me a pic rq lmao idc?,Predatory
dont share this 😭 highk...,Predatory
stop acting scared bro tho,Predatory
just us two 😂 idc!,Predatory
dont tell ur friends ong asap?,Predatory
dont ask why lmao highk!,Predatory
i won’t snitch dw smh asap?,Predatory
parents wont find out 😭 ngl!!,Predatory
nah game bugged 💀...,Not Predatory
u see that update ong lowk...,Not Predatory
bro that clutch insane bro highk,Not Predatory
who online rn smh tbh?,Not Predatory
nah im broke rn ong tho?,Not Predatory
this chat dead lowk bro idc!!,Not Predatory
nah i’m off rn lol asap!!,Not Predatory
yo send link smh highk,Not Predatory
yo send link fr!,Not Predatory
bruh stop camping smh asap,Not Predatory
add me private lol highk!!,Predatory
stay quiet abt this fr asap,Predatory
switch to insta 😭 lowk!,Predatory
nah im tired fr ngl?,Not Predatory
add me private 😭 tho?,Predatory
lol that meme killed me smh rn...,Not Predatory
we shud link irl lmao idc?,Predatory
act normal in chat lol asap??,Predatory
stay quiet abt this smh lowk?,Predatory
nobody else important lmao rn!,Predatory
yo drop ur ign smh highk!!,Not Predatory
bruh u funny asf 💀 highk?,Not Predatory
nobody else important 😂 rn...,Predatory
stay quiet abt this bro asap,Predatory
stay quiet abt this lmao,Predatory
promise i won’t tell bro tbh!!,Predatory
stay quiet abt this 😂 asap??,Predatory
promise i won’t tell bro asap!,Predatory
ill keep it secret bro highk,Predatory
fr that update trash ong ngl...,Not Predatory
we shud link irl ong ngl??,Predatory
dont type it here 😭 rn,Predatory
yo queue up asap!!,Not Predatory
no1 gotta kno fr 💀 ngl!!,Predatory
parents wont find out fr idc...,Predatory
nobody gotta kno bro lowk??,Predatory
bruh u funny asf 😭 highk??,Not Predatory
this wifi trash bro tbh!,Not Predatory
nobody gotta kno 😂 idc?,Predatory
dont tell ur friends 😭 asap,Predatory
yo hop on vc ong tho!,Not Predatory
dont ask why 💀 tho!!,Predatory
anyone tryna play lol lowk,Not Predatory
nah im broke rn 😂 tbh?,Not Predatory
slide me ur addy bro tho!,Predatory
this lobby sweaty af smh ngl??,Not Predatory
ggs that was fun lmao...,Not Predatory
nah i lagged smh ngl!,Not Predatory
slide me ur addy lmao!!,Predatory
this lobby sweaty af 😂 lowk!!,Not Predatory
dont share this 😭 lowk!!,Predatory
send me dm rn lol tho!,Predatory
lol that meme killed me lol tho?,Not Predatory
nah i gotta dip fr!,Not Predatory
shh its secret ong tbh!,Predatory
switch to insta lol tho!!,Predatory
who online rn lol asap,Not Predatory
yo check discord 💀!!,Not Predatory
trust me u fine 😂 rn,Predatory
yo lets squad lol!,Not Predatory
send me a pic rq lol lowk...,Predatory
bruh u funny asf fr lowk!!,Not Predatory
lmfao u trash highk!!,Not Predatory
yo gimme ur snap ong tbh!!,Predatory
dont tell ur friends 💀??,Predatory
delete these msgs after fr ngl?,Predatory
lowk that was fire 😂 lowk!!,Not Predatory
no1 gotta kno fr lmao asap?,Predatory
nah im tired lmao tbh??,Not Predatory
lmfao u trash ong highk??,Not Predatory
parents wont find out smh!,Predatory
anyone tryna play bro?,Not Predatory
don’t tell no1 lol idc??,Predatory
nah im broke rn 💀 idc!,Not Predatory
shh its secret 😭 highk,Predatory
this lobby sweaty af ong lowk,Not Predatory
lmfao u trash ong asap,Not Predatory
delete logs later lol lowk??,Predatory
nobody else important 💀 idc?,Predatory
this team stacked 😭,Not Predatory
yo send link ngl!,Not Predatory
add me private bro lowk...,Predatory
bruh stop camping fr asap!,Not Predatory
lmfao u trash lmao later!,Not Predatory
nah i muted u lol lol highk!!,Not Predatory
we gotta keep quiet bro idc?,Predatory
stay quiet abt this 😂!!,Predatory
u see that update lol lowk??,Not Predatory
yo hop on vc smh idc!,Not Predatory
slide me ur addy ong rn!!,Predatory
anyone got hw done ong later...,Not Predatory
ur parents don’t gotta kno lol later!!,Predatory
switch to insta highk!!,Predatory
move this convo to dms lol idc?,Predatory
yo hop on vc lol lowk!!,Not Predatory
hide this convo bro idc??,Predatory
come thru tmrw bro tbh,Predatory
this team stacked idc??,Not Predatory
nobody gotta kno fr later?,Predatory
bruh u always late ong ngl!!,Not Predatory
lmfao u trash ong rn...,Not Predatory
switch to insta fr rn!,Predatory
u see that update lol idc!,Not Predatory
yo gimme ur snap bro highk!!,Predatory
this lobby sweaty af lmao?,Not Predatory
don’t tell no1 lmao ngl!!,Predatory
im down for comp smh tho?,Not Predatory
just us two 💀 asap!!,Predatory
delete these msgs after 💀 ngl?,Predatory
add me private 😂 asap??,Predatory
nah i gotta dip 😂 ngl,Not Predatory
yo lets squad 💀 ngl...,Not Predatory
yo drop ur ign tbh!,Not Predatory
move this convo to dms 😭 asap!!,Predatory
who online rn bro tho...,Not Predatory
don’t say nun ong rn??,Predatory
its chill trust lol lowk!!,Predatory
lol that meme killed me fr highk!,Not Predatory
u see that update bro?,Not Predatory
this team stacked!!,Not Predatory
nobody else gotta see idc!,Predatory
nah im tired 😭 tbh!,Not Predatory
this chat dead lowk ong asap?,Not Predatory
nah im tired fr ngl!!,Not Predatory
send me dm rn lol asap!,Predatory
i won’t snitch dw lmao highk!!,Predatory
yo drop ur ign smh later...,Not Predatory
nah im tired ong lowk...,Not Predatory
dont ask why 😭 ngl?,Predatory
send me a pic rq ong lowk!!,Predatory
this just btwn u n me ong later!,Predatory
nobody else gotta see bro ngl...,Predatory
nah im broke rn lmao ngl...,Not Predatory
yo queue up 💀 tbh...,Not Predatory
switch to insta fr highk?,Predatory
bruh u funny asf 😭 idc??,Not Predatory
come thru tmrw fr tbh!!,Predatory
anyone tryna play smh rn?,Not Predatory
im down for comp ong ngl,Not Predatory
this wifi trash 😭 highk...,Not Predatory
nah im tired bro highk,Not Predatory
yo lets meet after 💀 ngl...,Predatory
nobody else important 😂??,Predatory
nah i muted u lol ong tbh!!,Not Predatory
send me dm rn lmao,Predatory
lowk need food 💀 tbh??,Not Predatory
yo invite me ong asap...,Not Predatory
its chill trust fr ngl,Predatory
nah i gotta dip lmao??,Not Predatory
add me private smh tbh??,Predatory
lowk need food 😭 tho!!,Not Predatory
yo gimme ur snap 😭 later,Predatory
nah i’m off rn ong idc!!,Not Predatory
anyone got code bro highk,Not Predatory
its chill trust fr tho!,Predatory
nah im tired lmao asap??,Not Predatory
anyone got code lmao ngl??,Not Predatory
dont tell ur friends 💀 idc...,Predatory
this chat dead lowk fr later??,Not Predatory
don’t tell no1 😂 tho??,Predatory
stop acting scared 💀 highk!!,Predatory
lmfao u trash fr ngl,Not Predatory
no1 gotta kno fr idc!,Predatory
im down for comp bro highk!!,Not Predatory
send it here only ong idc,Predatory
yo lets squad lol lowk!,Not Predatory
nah i muted u lol 😭 tho...,Not Predatory
yo check discord asap...,Not Predatory
dont type it here smh asap!!,Predatory
we shud link irl 💀 ngl??,Predatory
nah i lagged ong tho!,Not Predatory
stop acting scared 😭 lowk?,Predatory
nah game bugged lmao tbh,Not Predatory
i won’t snitch dw lmao tbh!!,Predatory
anyone got hw done smh later!!,Not Predatory
bruh u funny asf fr!,Not Predatory
keep this btwn us idc...,Predatory
slide me ur addy lmao lowk...,Predatory
ur parents don’t gotta kno 😭 lowk!!,Predatory
yo hop on vc fr highk...,Not Predatory
lowk that was fire ong later!,Not Predatory
this just btwn u n me lmao lowk,Predatory
don’t tell no1 😭 tbh!!,Predatory
yo send link bro asap...,Not Predatory
promise i won’t tell 💀 tbh??,Predatory
hide this convo ong highk,Predatory
anyone tryna play lmao tbh!,Not Predatory
bruh u always late ong lowk?,Not Predatory
this chat dead lowk ong lowk,Not Predatory
yo queue up ong lowk?,Not Predatory
parents wont find out 💀 later!,Predatory
lol that meme killed me rn,Not Predatory
move this convo to dms fr tbh...,Predatory
yo drop ur ign lol asap,Not Predatory
hide this convo 😭!,Predatory
promise i won’t tell rn...,Predatory
yo drop ur ign bro tbh??,Not Predatory
just us two lol!,Predatory
don’t say nun 💀...,Predatory
promise i won’t tell 😭 ngl?,Predatory
nah im tired ong idc??,Not Predatory
nah game bugged lol tho!!,Not Predatory
nah i muted u lol tbh!!,Not Predatory
hide this convo later...,Predatory
anyone got hw done 💀 tho!!,Not Predatory
just us two rn!!,Predatory
who online rn ong ngl!!,Not Predatory
u see that update rn!!,Not Predatory
no1 gotta kno fr 😂 tho??,Predatory
parents wont find out 😂 asap?,Predatory
nah i muted u lol 💀 highk,Not Predatory
yo hop on vc ong asap?,Not Predatory
yo send link 😂 highk??,Not Predatory
ggs that was fun smh lowk?,Not Predatory
nah i lagged 😂?,Not Predatory
lowk that was fire lol idc!!,Not Predatory
yo queue up 💀 later??,Not Predatory
its chill trust 💀 tho,Predatory
nah i gotta dip 😭 later,Not Predatory
lowk need food 💀 ngl!,Not Predatory
dont tell ur friends fr tbh...,Predatory
this team stacked asap,Not Predatory
hide this convo 😂 tbh!,Predatory
dont tell ur friends 😂 rn??,Predatory
trust me u fine fr tbh??,Predatory
send me a pic rq smh highk??,Predatory
fr that update trash tho!!,Not Predatory
delete logs later 😂?,Predatory
nah im broke rn ngl!,Not Predatory
bruh u funny asf lmao idc?,Not Predatory
yo drop ur ign 💀 highk!,Not Predatory
stay quiet abt this lmao rn??,Predatory
yo invite me 😂 tbh,Not Predatory
bruh u selling lmao idc...,Not Predatory
nah i lagged 😂 highk!,Not Predatory
that skin clean af rn,Not Predatory
lol that meme killed me smh tbh?,Not Predatory
delete these msgs after fr!,Predatory
lowk that was fire bro tho!,Not Predatory
stop acting scared 😂 asap!,Predatory
stay quiet abt this fr ngl??,Predatory
yo send link ong ngl??,Not Predatory
bruh u selling 😂 tbh!,Not Predatory
trust me u fine lmao!,Predatory
keep this btwn us idc?,Predatory
u on rn 😂 idc!!,Not Predatory
yo drop ur ign later!!,Not Predatory
keep this btwn us lmao rn?,Predatory
trust me u fine 😭 tho!!,Predatory
bruh u always late lol asap??,Not Predatory
hide this convo 😂 lowk?,Predatory
stay quiet abt this 😂 idc...,Predatory
yo check discord ong tbh!,Not Predatory
lowk need food fr tho,Not Predatory
trust me it’s safe smh asap...,Predatory
yo check discord ong??,Not Predatory
send it here only lmao tbh??,Predatory
dont share this asap,Predatory
send me a pic rq 💀 ngl??,Predatory
lowk that was fire ngl??,Not Predatory
yo send link 😂,Not Predatory
shh its secret 😂 idc...,Predatory
nobody gotta kno fr??,Predatory
dont share this ong tbh!!,Predatory
delete logs later 😭 asap!!,Predatory
nobody gotta kno smh asap,Predatory
delete these msgs after ong ngl...,Predatory
don’t tell no1 lol rn?,Predatory
this just btwn u n me lol idc!,Predatory
nah i muted u lol 😭 idc!,Not Predatory
dont ask why ong asap,Predatory
yo hop on vc lmao ngl!,Not Predatory
who online rn bro tho!,Not Predatory
send me dm rn lol later...,Predatory
nobody else gotta see 😭 asap!,Predatory
nah game bugged fr highk...,Not Predatory
dont type it here 😂 idc?,Predatory
who online rn 😭 lowk!!,Not Predatory
who online rn lmao,Not Predatory
yo lets meet after 😂 highk!,Predatory
yo invite me 💀 highk??,Not Predatory
hide this convo 😭 tbh!!,Predatory
yo hop on vc fr later?,Not Predatory
delete logs later 😭 ngl!,Predatory
just us two rn?,Predatory
move this convo to dms lol highk,Predatory
don’t tell no1 fr tbh,Predatory
that skin clean af 😭??,Not Predatory
parents wont find out 😂 lowk??,Predatory
ur parents don’t gotta kno 💀 idc!!,Predatory
no1 gotta kno fr bro idc??,Predatory
yo lets squad later?,Not Predatory
just us two smh ngl!,Predatory
nah i lagged fr tho?,Not Predatory
yo check discord 💀 asap?,Not Predatory
trust me it’s safe 😂 asap?,Predatory
who hosting rn lmao idc!,Not Predatory
yo lets squad smh rn?,Not Predatory
nobody else gotta see tho...,Predatory
nah i’m off rn lmao lowk...,Not Predatory
nah i gotta dip lowk!!,Not Predatory
yo invite me 😭...,Not Predatory
nobody else important 😂 tho!,Predatory
yo send link fr idc?,Not Predatory
don’t say nun 😂 tho!,Predatory
ggs that was fun lol later??,Not Predatory
nah im broke rn smh rn...,Not Predatory
yo check discord 💀 tho??,Not Predatory
lol that meme killed me ong rn!,Not Predatory
send it here only lmao!,Predatory
trust me u fine 💀 tho?,Predatory
nah i’m off rn 😭 highk!!,Not Predatory
act normal in chat ngl,Predatory
keep this btwn us lol ngl...,Predatory
bruh u funny asf lmao tbh...,Not Predatory
bruh stop camping fr tho??,Not Predatory
nah game bugged 😂 rn?,Not Predatory
anyone got hw done?,Not Predatory
nobody gotta kno fr idc!,Predatory
ggs that was fun lol?,Not Predatory
dont type it here bro asap!!,Predatory
nobody else gotta see smh ngl!,Predatory
dont type it here ong highk,Predatory
nobody gotta kno lol...,Predatory
act normal in chat ong asap...,Predatory
this wifi trash ong idc!,Not Predatory
we shud link irl 😂 ngl??,Predatory
ur parents don’t gotta kno lol tbh!!,Predatory
lowk that was fire lol!!,Not Predatory
add me private rn!!,Predatory
ggs that was fun 😭 tho!,Not Predatory
ill keep it secret fr...,Predatory
u on rn 😂 asap!!,Not Predatory
bruh u funny asf ong idc...,Not Predatory
yo invite me ong later,Not Predatory
yo gimme ur snap 💀 tbh...,Predatory
no1 gotta kno fr smh lowk!,Predatory
just us two lmao tho??,Predatory
ur parents don’t gotta kno fr tbh!!,Predatory
this chat dead lowk ong later!!,Not Predatory
who online rn 😭 asap?,Not Predatory
yo invite me smh later...,Not Predatory
yo gimme ur snap 😂 tbh??,Predatory
lowk that was fire 💀 tbh...,Not Predatory
bruh u funny asf fr later!!,Not Predatory
dont type it here 💀 asap...,Predatory
yo queue up lmao asap,Not Predatory
don’t say nun lol asap?,Predatory
delete logs later 😂!!,Predatory
this just btwn u n me lmao tho!,Predatory
who hosting rn later,Not Predatory
lmfao u trash lol lowk?,Not Predatory
bruh u funny asf ngl??,Not Predatory
ggs that was fun asap?,Not Predatory
we shud link irl 😭 lowk!,Predatory
dont share this tbh!,Predatory
im down for comp bro idc??,Not Predatory
nah i lagged 😭 rn,Not Predatory
who hosting rn ngl!,Not Predatory
yo queue up ngl...,Not Predatory
send me dm rn lmao asap?,Predatory
nah i muted u lol highk!,Not Predatory
don’t say nun bro highk??,Predatory
this just btwn u n me smh idc,Predatory
bruh u funny asf ong later,Not Predatory
this wifi trash 😭 lowk?,Not Predatory
trust me u fine 💀 highk!!,Predatory
yo lets meet after lowk!!,Predatory
nah i lagged 😭 tho!!,Not Predatory
hide this convo ong idc?,Predatory
promise i won’t tell 💀 idc...,Predatory
ggs that was fun ong highk!!,Not Predatory
who online rn 😂 tho,Not Predatory
keep this btwn us 😂 ngl??,Predatory
